datetime,hour,day_of_week,day_of_year,is_weekend,sin_hour,cos_hour,sin_day_of_week,cos_day_of_week,solar_presence,external_temperature,relative_humidity,solar_radiation,wind_speed,dew_point,weather_condition,temperature_humidity_index
08-06-2024 10:00,10,3,159,FALSE,0.5,-0.866025404,0.433883739,-0.900968868,TRUE,37.2,58.5,437.5,4.21,24,Cloudy,32
08-06-2024 11:00,11,3,159,FALSE,0.258819045,-0.965925826,0.433883739,-0.900968868,TRUE,36.9,75.3,608.4,3.64,24,Sunny,33.9
08-06-2024 12:00,12,3,159,FALSE,1.22E-16,-1,0.433883739,-0.900968868,TRUE,36.2,59.3,873.8,3.72,24,Sunny,31.3
08-06-2024 13:00,13,3,159,FALSE,-0.258819045,-0.965925826,0.433883739,-0.900968868,TRUE,35.1,62.6,838.4,6,24,Sunny,30.9
08-06-2024 14:00,14,3,159,FALSE,-0.5,-0.866025404,0.433883739,-0.900968868,TRUE,33.7,62.4,843.7,4.24,24,Sunny,29.7
08-06-2024 15:00,15,3,159,FALSE,-0.707106781,-0.707106781,0.433883739,-0.900968868,TRUE,32,61.8,624.8,3.36,24,Sunny,28.3
08-06-2024 16:00,16,3,159,FALSE,-0.866025404,-0.5,0.433883739,-0.900968868,TRUE,30.2,57.8,426.5,3.52,21.8,Rainy,26.6
08-06-2024 17:00,17,3,159,FALSE,-0.965925826,-0.258819045,0.433883739,-0.900968868,TRUE,28.3,64.1,250.1,4.63,21.1,Sunny,25.6
08-06-2024 18:00,18,3,159,FALSE,-1,-1.84E-16,0.433883739,-0.900968868,TRUE,26.7,57.3,111.1,3.59,18.2,Cloudy,23.8
08-06-2024 19:00,19,3,159,FALSE,-0.965925826,0.258819045,0.433883739,-0.900968868,FALSE,25.2,60.7,0,5.17,17.3,Sunny,22.9
08-06-2024 20:00,20,3,159,FALSE,-0.866025404,0.5,0.433883739,-0.900968868,FALSE,24.1,60,0,3.74,16.1,Sunny,22
08-06-2024 21:00,21,3,159,FALSE,-0.707106781,0.707106781,0.433883739,-0.900968868,FALSE,23.4,63.2,0,2.21,16,Sunny,21.6
08-06-2024 22:00,22,3,159,FALSE,-0.5,0.866025404,0.433883739,-0.900968868,FALSE,23.2,74.5,0,4,18.1,Sunny,22
08-06-2024 23:00,23,3,159,FALSE,-0.258819045,0.965925826,0.433883739,-0.900968868,FALSE,23.4,53.5,0,3.16,14.1,Cloudy,21.1
09-06-2024 00:00,0,4,160,FALSE,0,1,-0.433883739,-0.900968868,FALSE,22.2,66.8,0,1.78,15.6,Rainy,20.8
09-06-2024 01:00,1,4,160,FALSE,0.258819045,0.965925826,-0.433883739,-0.900968868,FALSE,23.3,54.8,0,3.06,14.3,Cloudy,21.1
09-06-2024 02:00,2,4,160,FALSE,0.5,0.866025404,-0.433883739,-0.900968868,FALSE,24.8,59.7,0,2.05,16.7,Rainy,22.5
09-06-2024 03:00,3,4,160,FALSE,0.707106781,0.707106781,-0.433883739,-0.900968868,FALSE,26.5,66.7,0,2.72,19.8,Cloudy,24.3
09-06-2024 04:00,4,4,160,FALSE,0.866025404,0.5,-0.433883739,-0.900968868,FALSE,28.3,60.7,0,2.52,20.4,Sunny,25.3
09-06-2024 05:00,5,4,160,FALSE,0.965925826,0.258819045,-0.433883739,-0.900968868,FALSE,30.1,54.1,0,1.62,20.9,Cloudy,26.2
09-06-2024 06:00,6,4,160,FALSE,1,6.12E-17,-0.433883739,-0.900968868,TRUE,31.8,55,18.8,1.99,22.8,Cloudy,27.5
09-06-2024 07:00,7,4,160,FALSE,0.965925826,-0.258819045,-0.433883739,-0.900968868,TRUE,33.2,61.3,48.8,3.57,24,Sunny,29.2
09-06-2024 08:00,8,4,160,FALSE,0.866025404,-0.5,-0.433883739,-0.900968868,TRUE,34.4,53.6,107.3,2.73,24,Cloudy,29.3
09-06-2024 09:00,9,4,160,FALSE,0.707106781,-0.707106781,-0.433883739,-0.900968868,TRUE,35.1,58,238.2,2.94,24,Sunny,30.3
09-06-2024 10:00,10,4,160,FALSE,0.5,-0.866025404,-0.433883739,-0.900968868,TRUE,35.3,57.1,385.9,2.74,24,Sunny,30.4
09-06-2024 11:00,11,4,160,FALSE,0.258819045,-0.965925826,-0.433883739,-0.900968868,TRUE,35.1,53.7,671.5,4.05,24,Cloudy,29.9
09-06-2024 12:00,12,4,160,FALSE,1.22E-16,-1,-0.433883739,-0.900968868,TRUE,34.4,68,835.3,5.52,24,Sunny,30.9
09-06-2024 13:00,13,4,160,FALSE,-0.258819045,-0.965925826,-0.433883739,-0.900968868,TRUE,33.2,61.1,851.9,3.11,24,Sunny,29.2
09-06-2024 14:00,14,4,160,FALSE,-0.5,-0.866025404,-0.433883739,-0.900968868,TRUE,31.8,48.5,817.1,4.02,21.5,Rainy,26.9
09-06-2024 15:00,15,4,160,FALSE,-0.707106781,-0.707106781,-0.433883739,-0.900968868,TRUE,30.1,60.4,650.4,5.1,22.2,Cloudy,26.7
09-06-2024 16:00,16,4,160,FALSE,-0.866025404,-0.5,-0.433883739,-0.900968868,TRUE,28.3,57,439.1,3.8,19.7,Sunny,25
09-06-2024 17:00,17,4,160,FALSE,-0.965925826,-0.258819045,-0.433883739,-0.900968868,TRUE,26.5,65.5,235.5,4.07,19.6,Cloudy,24.2
09-06-2024 18:00,18,4,160,FALSE,-1,-1.84E-16,-0.433883739,-0.900968868,TRUE,24.8,58.1,112.5,2.65,16.4,Sunny,22.4
09-06-2024 19:00,19,4,160,FALSE,-0.965925826,0.258819045,-0.433883739,-0.900968868,FALSE,23.3,62.3,0,3.6,15.8,Sunny,21.5
09-06-2024 20:00,20,4,160,FALSE,-0.866025404,0.5,-0.433883739,-0.900968868,FALSE,22.2,65.9,0,2.85,15.4,Rainy,20.8
09-06-2024 21:00,21,4,160,FALSE,-0.707106781,0.707106781,-0.433883739,-0.900968868,FALSE,21.5,68.1,0,3.53,15.1,Cloudy,20.3
09-06-2024 22:00,22,4,160,FALSE,-0.5,0.866025404,-0.433883739,-0.900968868,FALSE,21.3,57.8,0,3.45,14,Sunny,19.7
09-06-2024 23:00,23,4,160,FALSE,-0.258819045,0.965925826,-0.433883739,-0.900968868,FALSE,21.5,62.1,0,4.36,14,Cloudy,20
10-06-2024 00:00,0,5,161,TRUE,0,1,-0.974927912,-0.222520934,FALSE,23.8,60.2,0,2.6,15.8,Cloudy,21.8
10-06-2024 01:00,1,5,161,TRUE,0.258819045,0.965925826,-0.974927912,-0.222520934,FALSE,24.9,58.8,0,2.29,16.7,Sunny,22.5
10-06-2024 02:00,2,5,161,TRUE,0.5,0.866025404,-0.974927912,-0.222520934,FALSE,26.3,70.2,0,2.16,20.3,Sunny,24.4
10-06-2024 03:00,3,5,161,TRUE,0.707106781,0.707106781,-0.974927912,-0.222520934,FALSE,28,62.5,0,1.75,20.5,Sunny,25.2
10-06-2024 04:00,4,5,161,TRUE,0.866025404,0.5,-0.974927912,-0.222520934,FALSE,29.8,53.3,0,2.4,20.5,Cloudy,25.9
10-06-2024 05:00,5,5,161,TRUE,0.965925826,0.258819045,-0.974927912,-0.222520934,FALSE,31.6,63.3,0,2.06,24,Cloudy,28.1
10-06-2024 06:00,6,5,161,TRUE,1,6.12E-17,-0.974927912,-0.222520934,TRUE,33.3,68.5,16.3,2.63,24,Cloudy,30
10-06-2024 07:00,7,5,161,TRUE,0.965925826,-0.258819045,-0.974927912,-0.222520934,TRUE,34.8,62.3,50.2,3.8,24,Rainy,30.6
10-06-2024 08:00,8,5,161,TRUE,0.866025404,-0.5,-0.974927912,-0.222520934,TRUE,35.9,49,123.8,2.19,24,Cloudy,29.9
10-06-2024 09:00,9,5,161,TRUE,0.707106781,-0.707106781,-0.974927912,-0.222520934,TRUE,36.6,53.8,257.8,4.17,24,Sunny,31
10-06-2024 10:00,10,5,161,TRUE,0.5,-0.866025404,-0.974927912,-0.222520934,TRUE,36.8,62.4,458.2,4.55,24,Sunny,32.2
10-06-2024 11:00,11,5,161,TRUE,0.258819045,-0.965925826,-0.974927912,-0.222520934,TRUE,36.6,52.7,612.1,3.61,24,Sunny,30.9
10-06-2024 12:00,12,5,161,TRUE,1.22E-16,-1,-0.974927912,-0.222520934,TRUE,35.9,58.8,781.2,2.17,24,Sunny,31.1
10-06-2024 13:00,13,5,161,TRUE,-0.258819045,-0.965925826,-0.974927912,-0.222520934,TRUE,34.8,61,926.7,3.48,24,Cloudy,30.4
10-06-2024 14:00,14,5,161,TRUE,-0.5,-0.866025404,-0.974927912,-0.222520934,TRUE,33.3,53.2,826.9,5.04,23.9,Cloudy,28.5
10-06-2024 15:00,15,5,161,TRUE,-0.707106781,-0.707106781,-0.974927912,-0.222520934,TRUE,31.6,58.4,594.1,3.95,23.3,Sunny,27.7
10-06-2024 16:00,16,5,161,TRUE,-0.866025404,-0.5,-0.974927912,-0.222520934,TRUE,29.8,43.4,451.4,3.07,18.5,Sunny,25
10-06-2024 17:00,17,5,161,TRUE,-0.965925826,-0.258819045,-0.974927912,-0.222520934,TRUE,28,55.4,236.1,3.3,19.1,Cloudy,24.7
10-06-2024 18:00,18,5,161,TRUE,-1,-1.84E-16,-0.974927912,-0.222520934,TRUE,26.3,60.1,122,4.17,18.3,Sunny,23.7
10-06-2024 19:00,19,5,161,TRUE,-0.965925826,0.258819045,-0.974927912,-0.222520934,FALSE,24.9,55.8,0,6.63,16.1,Sunny,22.4
10-06-2024 20:00,20,5,161,TRUE,-0.866025404,0.5,-0.974927912,-0.222520934,FALSE,23.8,70.8,0,2.81,18,Sunny,22.3
10-06-2024 21:00,21,5,161,TRUE,-0.707106781,0.707106781,-0.974927912,-0.222520934,FALSE,23.1,55.8,0,2.45,14.3,Sunny,21
10-06-2024 22:00,22,5,161,TRUE,-0.5,0.866025404,-0.974927912,-0.222520934,FALSE,22.8,60.9,0,2.19,15,Rainy,21
10-06-2024 23:00,23,5,161,TRUE,-0.258819045,0.965925826,-0.974927912,-0.222520934,FALSE,23.1,63.6,0,1.55,15.8,Sunny,21.4
11-06-2024 00:00,0,6,162,TRUE,0,1,-0.781831482,0.623489802,FALSE,22.2,70.6,0,3.43,16.3,Sunny,21
11-06-2024 01:00,1,6,162,TRUE,0.258819045,0.965925826,-0.781831482,0.623489802,FALSE,23.4,55.6,0,1.78,14.5,Sunny,21.2
11-06-2024 02:00,2,6,162,TRUE,0.5,0.866025404,-0.781831482,0.623489802,FALSE,24.8,67.9,0,2.97,18.4,Rainy,23
11-06-2024 03:00,3,6,162,TRUE,0.707106781,0.707106781,-0.781831482,0.623489802,FALSE,26.5,61.3,0,3.25,18.8,Sunny,23.9
11-06-2024 04:00,4,6,162,TRUE,0.866025404,0.5,-0.781831482,0.623489802,FALSE,28.3,55.4,0,2.93,19.4,Sunny,24.9
11-06-2024 05:00,5,6,162,TRUE,0.965925826,0.258819045,-0.781831482,0.623489802,FALSE,30.1,61.8,0,1.95,22.5,Sunny,26.8
11-06-2024 06:00,6,6,162,TRUE,1,6.12E-17,-0.781831482,0.623489802,TRUE,31.8,59.6,15.8,2.82,23.7,Sunny,28
11-06-2024 07:00,7,6,162,TRUE,0.965925826,-0.258819045,-0.781831482,0.623489802,TRUE,33.3,54.8,43.2,2.72,24,Sunny,28.6
11-06-2024 08:00,8,6,162,TRUE,0.866025404,-0.5,-0.781831482,0.623489802,TRUE,34.4,57.6,119.1,2.28,24,Cloudy,29.8
11-06-2024 09:00,9,6,162,TRUE,0.707106781,-0.707106781,-0.781831482,0.623489802,TRUE,35.1,55,218,3.52,24,Sunny,30
11-06-2024 10:00,10,6,162,TRUE,0.5,-0.866025404,-0.781831482,0.623489802,TRUE,35.3,57.4,458.2,2.56,24,Sunny,30.4
11-06-2024 11:00,11,6,162,TRUE,0.258819045,-0.965925826,-0.781831482,0.623489802,TRUE,35.1,60.3,598.4,4.66,24,Cloudy,30.6
11-06-2024 12:00,12,6,162,TRUE,1.22E-16,-1,-0.781831482,0.623489802,TRUE,34.4,65.2,753.5,3.49,24,Sunny,30.6
11-06-2024 13:00,13,6,162,TRUE,-0.258819045,-0.965925826,-0.781831482,0.623489802,TRUE,33.3,51.7,946.7,4.13,23.6,Sunny,28.3
11-06-2024 14:00,14,6,162,TRUE,-0.5,-0.866025404,-0.781831482,0.623489802,TRUE,31.8,69.3,826.6,4.23,24,Sunny,28.9
11-06-2024 15:00,15,6,162,TRUE,-0.707106781,-0.707106781,-0.781831482,0.623489802,TRUE,30.1,49.7,634.9,3.76,20,Rainy,25.8
11-06-2024 16:00,16,6,162,TRUE,-0.866025404,-0.5,-0.781831482,0.623489802,TRUE,28.3,59.6,412.8,4.34,20.2,Sunny,25.2
11-06-2024 17:00,17,6,162,TRUE,-0.965925826,-0.258819045,-0.781831482,0.623489802,TRUE,26.5,64.2,245.2,3.33,19.3,Cloudy,24.1
11-06-2024 18:00,18,6,162,TRUE,-1,-1.84E-16,-0.781831482,0.623489802,TRUE,24.8,63.5,109.1,4.2,17.5,Cloudy,22.7
11-06-2024 19:00,19,6,162,TRUE,-0.965925826,0.258819045,-0.781831482,0.623489802,FALSE,23.4,59.7,0,2.18,15.3,Sunny,21.4
11-06-2024 20:00,20,6,162,TRUE,-0.866025404,0.5,-0.781831482,0.623489802,FALSE,22.2,62.4,0,3.1,14.7,Rainy,20.6
11-06-2024 21:00,21,6,162,TRUE,-0.707106781,0.707106781,-0.781831482,0.623489802,FALSE,21.5,61.3,0,4.29,14,Sunny,20
11-06-2024 22:00,22,6,162,TRUE,-0.5,0.866025404,-0.781831482,0.623489802,FALSE,21.3,60.9,0,1.7,14,Sunny,19.8
11-06-2024 23:00,23,6,162,TRUE,-0.258819045,0.965925826,-0.781831482,0.623489802,FALSE,21.5,68,0,1.75,15.1,Cloudy,20.3
12-06-2024 00:00,0,0,163,FALSE,0,1,0,1,FALSE,22.2,65.2,0,2.55,15.2,Cloudy,20.7
12-06-2024 01:00,1,0,163,FALSE,0.258819045,0.965925826,0,1,FALSE,23.4,59.3,0,2.18,15.3,Cloudy,21.4
12-06-2024 02:00,2,0,163,FALSE,0.5,0.866025404,0,1,FALSE,24.8,66.6,0,2.28,18.1,Sunny,22.9
12-06-2024 03:00,3,0,163,FALSE,0.707106781,0.707106781,0,1,FALSE,26.5,62.8,0,2.43,19.1,Sunny,24
12-06-2024 04:00,4,0,163,FALSE,0.866025404,0.5,0,1,FALSE,28.3,64.4,0,2.64,21.2,Cloudy,25.6
12-06-2024 05:00,5,0,163,FALSE,0.965925826,0.258819045,0,1,FALSE,30.1,62.6,0,3.18,22.6,Sunny,26.9
12-06-2024 06:00,6,0,163,FALSE,1,6.12E-17,0,1,TRUE,31.8,54.5,15.9,2.83,22.7,Sunny,27.5
12-06-2024 07:00,7,0,163,FALSE,0.965925826,-0.258819045,0,1,TRUE,33.3,55,48.3,2.55,24,Sunny,28.6
12-06-2024 08:00,8,0,163,FALSE,0.866025404,-0.5,0,1,TRUE,34.4,61,121.5,3.54,24,Sunny,30.1
12-06-2024 09:00,9,0,163,FALSE,0.707106781,-0.707106781,0,1,TRUE,35.1,60,227,4.78,24,Cloudy,30.6
12-06-2024 10:00,10,0,163,FALSE,0.5,-0.866025404,0,1,TRUE,35.3,56.7,407.5,3.39,24,Sunny,30.3
12-06-2024 11:00,11,0,163,FALSE,0.258819045,-0.965925826,0,1,TRUE,35.1,57.5,615.7,2.93,24,Rainy,30.3
12-06-2024 12:00,12,0,163,FALSE,1.22E-16,-1,0,1,TRUE,34.4,63.7,893.9,4.75,24,Sunny,30.4
12-06-2024 13:00,13,0,163,FALSE,-0.258819045,-0.965925826,0,1,TRUE,33.3,54.9,910.3,3.87,24,Cloudy,28.6
12-06-2024 14:00,14,0,163,FALSE,-0.5,-0.866025404,0,1,TRUE,31.8,61.3,842.4,2.26,24,Sunny,28.1
12-06-2024 15:00,15,0,163,FALSE,-0.707106781,-0.707106781,0,1,TRUE,30.1,58.4,639.1,4.64,21.8,Sunny,26.5
12-06-2024 16:00,16,0,163,FALSE,-0.866025404,-0.5,0,1,TRUE,28.3,59.3,458.6,3.44,20.2,Sunny,25.2
12-06-2024 17:00,17,0,163,FALSE,-0.965925826,-0.258819045,0,1,TRUE,26.5,66.7,252.5,3.63,19.8,Sunny,24.3
12-06-2024 18:00,18,0,163,FALSE,-1,-1.84E-16,0,1,TRUE,24.8,66.2,122.5,3.77,18,Sunny,22.9
12-06-2024 19:00,19,0,163,FALSE,-0.965925826,0.258819045,0,1,FALSE,23.4,66.9,0,3.41,16.8,Rainy,21.8
12-06-2024 20:00,20,0,163,FALSE,-0.866025404,0.5,0,1,FALSE,22.2,69.9,0,3.57,16.2,Cloudy,20.9
12-06-2024 21:00,21,0,163,FALSE,-0.707106781,0.707106781,0,1,FALSE,21.5,63.9,0,2.39,14.3,Sunny,20.1
12-06-2024 22:00,22,0,163,FALSE,-0.5,0.866025404,0,1,FALSE,21.3,67.3,0,2.91,14.8,Sunny,20.1
12-06-2024 23:00,23,0,163,FALSE,-0.258819045,0.965925826,0,1,FALSE,21.5,62.2,0,5.05,14,Sunny,20
13-06-2024 00:00,0,1,164,FALSE,0,1,0.781831482,0.623489802,FALSE,23.3,64.5,0,2.73,16.2,Sunny,21.6
13-06-2024 01:00,1,1,164,FALSE,0.258819045,0.965925826,0.781831482,0.623489802,FALSE,24.4,61.6,0,2.53,16.7,Cloudy,22.3
13-06-2024 02:00,2,1,164,FALSE,0.5,0.866025404,0.781831482,0.623489802,FALSE,25.9,62,0,1.25,18.3,Rainy,23.5
13-06-2024 03:00,3,1,164,FALSE,0.707106781,0.707106781,0.781831482,0.623489802,FALSE,27.6,63.7,0,2.9,20.3,Sunny,25
13-06-2024 04:00,4,1,164,FALSE,0.866025404,0.5,0.781831482,0.623489802,FALSE,29.4,55.7,0,1.71,20.5,Sunny,25.8
13-06-2024 05:00,5,1,164,FALSE,0.965925826,0.258819045,0.781831482,0.623489802,FALSE,31.2,69.4,0,2.94,24,Sunny,28.4
13-06-2024 06:00,6,1,164,FALSE,1,6.12E-17,0.781831482,0.623489802,TRUE,32.9,53,17.1,2.79,23.5,Cloudy,28.1
13-06-2024 07:00,7,1,164,FALSE,0.965925826,-0.258819045,0.781831482,0.623489802,TRUE,34.3,51.3,46.1,4.21,24,Sunny,29
13-06-2024 08:00,8,1,164,FALSE,0.866025404,-0.5,0.781831482,0.623489802,TRUE,35.4,62.6,123.5,2.82,24,Cloudy,31.1
13-06-2024 09:00,9,1,164,FALSE,0.707106781,-0.707106781,0.781831482,0.623489802,TRUE,36.1,60.4,229.6,2.98,24,Cloudy,31.4
13-06-2024 10:00,10,1,164,FALSE,0.5,-0.866025404,0.781831482,0.623489802,TRUE,36.4,59.4,446,3.48,24,Sunny,31.5
13-06-2024 11:00,11,1,164,FALSE,0.258819045,-0.965925826,0.781831482,0.623489802,TRUE,36.1,59.6,626.4,3.46,24,Cloudy,31.3
13-06-2024 12:00,12,1,164,FALSE,1.22E-16,-1,0.781831482,0.623489802,TRUE,35.4,56.7,817.8,4.51,24,Sunny,30.4
13-06-2024 13:00,13,1,164,FALSE,-0.258819045,-0.965925826,0.781831482,0.623489802,TRUE,34.3,52.9,962.6,2.67,24,Cloudy,29.2
13-06-2024 14:00,14,1,164,FALSE,-0.5,-0.866025404,0.781831482,0.623489802,TRUE,32.9,58.4,772.6,3.16,24,Sunny,28.7
13-06-2024 15:00,15,1,164,FALSE,-0.707106781,-0.707106781,0.781831482,0.623489802,TRUE,31.2,55.5,659.2,3.11,22.3,Sunny,27.1
13-06-2024 16:00,16,1,164,FALSE,-0.866025404,-0.5,0.781831482,0.623489802,TRUE,29.4,64.7,449.6,4.63,22.3,Rainy,26.5
13-06-2024 17:00,17,1,164,FALSE,-0.965925826,-0.258819045,0.781831482,0.623489802,TRUE,27.6,60,240,5.08,19.6,Cloudy,24.7
13-06-2024 18:00,18,1,164,FALSE,-1,-1.84E-16,0.781831482,0.623489802,TRUE,25.9,57.4,114.2,3.42,17.4,Cloudy,23.2
13-06-2024 19:00,19,1,164,FALSE,-0.965925826,0.258819045,0.781831482,0.623489802,FALSE,24.4,60.7,0,3.12,16.5,Sunny,22.3
13-06-2024 20:00,20,1,164,FALSE,-0.866025404,0.5,0.781831482,0.623489802,FALSE,23.3,64.9,0,3.06,16.3,Cloudy,21.6
13-06-2024 21:00,21,1,164,FALSE,-0.707106781,0.707106781,0.781831482,0.623489802,FALSE,22.6,60.4,0,3.67,14.7,Sunny,20.8
13-06-2024 22:00,22,1,164,FALSE,-0.5,0.866025404,0.781831482,0.623489802,FALSE,22.4,59.2,0,1.76,14.2,Cloudy,20.6
13-06-2024 23:00,23,1,164,FALSE,-0.258819045,0.965925826,0.781831482,0.623489802,FALSE,22.6,64.4,0,2.48,15.5,Sunny,21
14-06-2024 00:00,0,2,165,FALSE,0,1,0.974927912,-0.222520934,FALSE,20.1,65.7,0,2.91,14,Rainy,19
14-06-2024 01:00,1,2,165,FALSE,0.258819045,0.965925826,0.974927912,-0.222520934,FALSE,21.2,61.4,0,2.43,14,Rainy,19.8
14-06-2024 02:00,2,2,165,FALSE,0.5,0.866025404,0.974927912,-0.222520934,FALSE,22.6,60.8,0,2.15,14.8,Cloudy,20.9
14-06-2024 03:00,3,2,165,FALSE,0.707106781,0.707106781,0.974927912,-0.222520934,FALSE,24.3,63.5,0,2.83,17,Sunny,22.3
14-06-2024 04:00,4,2,165,FALSE,0.866025404,0.5,0.974927912,-0.222520934,FALSE,26.1,54.2,0,1,16.9,Sunny,23.2
14-06-2024 05:00,5,2,165,FALSE,0.965925826,0.258819045,0.974927912,-0.222520934,FALSE,27.9,53.5,0,2.84,18.6,Hazy,24.5
14-06-2024 06:00,6,2,165,FALSE,1,6.12E-17,0.974927912,-0.222520934,TRUE,29.6,56.1,17.9,1.98,20.8,Sunny,26
14-06-2024 07:00,7,2,165,FALSE,0.965925826,-0.258819045,0.974927912,-0.222520934,TRUE,31.1,57.9,49.2,1.28,22.7,Cloudy,27.3
14-06-2024 08:00,8,2,165,FALSE,0.866025404,-0.5,0.974927912,-0.222520934,TRUE,32.2,60,127.3,3.41,24,Sunny,28.3
14-06-2024 09:00,9,2,165,FALSE,0.707106781,-0.707106781,0.974927912,-0.222520934,TRUE,32.9,65.4,269.1,4.36,24,Sunny,29.4
14-06-2024 10:00,10,2,165,FALSE,0.5,-0.866025404,0.974927912,-0.222520934,TRUE,33.1,62.2,421.8,3.39,24,Rainy,29.2
14-06-2024 11:00,11,2,165,FALSE,0.258819045,-0.965925826,0.974927912,-0.222520934,TRUE,32.9,57.3,694.8,4.47,24,Cloudy,28.6
14-06-2024 12:00,12,2,165,FALSE,1.22E-16,-1,0.974927912,-0.222520934,TRUE,32.2,58.3,734.6,5.16,23.9,Sunny,28.1
14-06-2024 13:00,13,2,165,FALSE,-0.258819045,-0.965925826,0.974927912,-0.222520934,TRUE,31.1,53.9,954.5,5.02,21.9,Sunny,26.9
14-06-2024 14:00,14,2,165,FALSE,-0.5,-0.866025404,0.974927912,-0.222520934,TRUE,29.6,59.6,796,5.31,21.5,Sunny,26.2
14-06-2024 15:00,15,2,165,FALSE,-0.707106781,-0.707106781,0.974927912,-0.222520934,TRUE,27.9,59.1,614.4,4.56,19.7,Cloudy,24.9
14-06-2024 16:00,16,2,165,FALSE,-0.866025404,-0.5,0.974927912,-0.222520934,TRUE,26.1,63.1,412.9,3.93,18.7,Sunny,23.7
14-06-2024 17:00,17,2,165,FALSE,-0.965925826,-0.258819045,0.974927912,-0.222520934,TRUE,24.3,58.2,234.1,2.43,15.9,Rainy,22
14-06-2024 18:00,18,2,165,FALSE,-1,-1.84E-16,0.974927912,-0.222520934,TRUE,22.6,65.8,130.7,3.3,15.8,Cloudy,21.1
14-06-2024 19:00,19,2,165,FALSE,-0.965925826,0.258819045,0.974927912,-0.222520934,FALSE,21.2,71.6,0,2.58,15.5,Sunny,20.2
14-06-2024 20:00,20,2,165,FALSE,-0.866025404,0.5,0.974927912,-0.222520934,FALSE,20.1,63.9,0,4.74,14,Cloudy,19
14-06-2024 21:00,21,2,165,FALSE,-0.707106781,0.707106781,0.974927912,-0.222520934,FALSE,19.4,66.8,0,2.6,14,Sunny,18.5
14-06-2024 22:00,22,2,165,FALSE,-0.5,0.866025404,0.974927912,-0.222520934,FALSE,19.1,68.4,0,2.6,14,Sunny,18.3
14-06-2024 23:00,23,2,165,FALSE,-0.258819045,0.965925826,0.974927912,-0.222520934,FALSE,19.4,62.8,0,2.73,14,Rainy,18.4
15-06-2024 00:00,0,3,166,FALSE,0,1,0.433883739,-0.900968868,FALSE,20.4,65.4,0,2.17,14,Sunny,19.3
15-06-2024 01:00,1,3,166,FALSE,0.258819045,0.965925826,0.433883739,-0.900968868,FALSE,21.5,63.8,0,3.39,14.3,Sunny,20.1
15-06-2024 02:00,2,3,166,FALSE,0.5,0.866025404,0.433883739,-0.900968868,FALSE,22.9,63.5,0,1.5,15.6,Sunny,21.2
15-06-2024 03:00,3,3,166,FALSE,0.707106781,0.707106781,0.433883739,-0.900968868,FALSE,24.6,58.3,0,2.19,16.3,Sunny,22.3
15-06-2024 04:00,4,3,166,FALSE,0.866025404,0.5,0.433883739,-0.900968868,FALSE,26.4,61.4,0,1.54,18.7,Sunny,23.9
15-06-2024 05:00,5,3,166,FALSE,0.965925826,0.258819045,0.433883739,-0.900968868,FALSE,28.2,62.9,0,1.24,20.8,Cloudy,25.4
15-06-2024 06:00,6,3,166,FALSE,1,6.12E-17,0.433883739,-0.900968868,TRUE,29.9,66.8,17.5,2.01,23.3,Cloudy,27.1
15-06-2024 07:00,7,3,166,FALSE,0.965925826,-0.258819045,0.433883739,-0.900968868,TRUE,31.4,63.6,45.6,2.71,24,Cloudy,28
15-06-2024 08:00,8,3,166,FALSE,0.866025404,-0.5,0.433883739,-0.900968868,TRUE,32.5,69,126.5,2.66,24,Sunny,29.4
15-06-2024 09:00,9,3,166,FALSE,0.707106781,-0.707106781,0.433883739,-0.900968868,TRUE,33.2,54.1,226.4,2.7,24,Sunny,28.5
15-06-2024 10:00,10,3,166,FALSE,0.5,-0.866025404,0.433883739,-0.900968868,TRUE,33.4,62.2,428.4,2.37,24,Sunny,29.5
15-06-2024 11:00,11,3,166,FALSE,0.258819045,-0.965925826,0.433883739,-0.900968868,TRUE,33.2,58.8,621.9,3.64,24,Sunny,29
15-06-2024 12:00,12,3,166,FALSE,1.22E-16,-1,0.433883739,-0.900968868,TRUE,32.5,69.2,775.3,2.66,24,Sunny,29.5
15-06-2024 13:00,13,3,166,FALSE,-0.258819045,-0.965925826,0.433883739,-0.900968868,TRUE,31.4,54.8,830.3,4.57,22.4,Sunny,27.2
15-06-2024 14:00,14,3,166,FALSE,-0.5,-0.866025404,0.433883739,-0.900968868,TRUE,29.9,55.4,791.7,4.07,21,Sunny,26.1
15-06-2024 15:00,15,3,166,FALSE,-0.707106781,-0.707106781,0.433883739,-0.900968868,TRUE,28.2,57.4,644.9,2.8,19.7,Sunny,25
15-06-2024 16:00,16,3,166,FALSE,-0.866025404,-0.5,0.433883739,-0.900968868,TRUE,26.4,50.7,414.4,6.19,16.5,Rainy,23.2
15-06-2024 17:00,17,3,166,FALSE,-0.965925826,-0.258819045,0.433883739,-0.900968868,TRUE,24.6,59.6,249.1,3.11,16.5,Rainy,22.4
15-06-2024 18:00,18,3,166,FALSE,-1,-1.84E-16,0.433883739,-0.900968868,TRUE,22.9,59.3,108.8,3.76,14.8,Cloudy,21
15-06-2024 19:00,19,3,166,FALSE,-0.965925826,0.258819045,0.433883739,-0.900968868,FALSE,21.5,64.5,0,4.33,14.4,Rainy,20.1
15-06-2024 20:00,20,3,166,FALSE,-0.866025404,0.5,0.433883739,-0.900968868,FALSE,20.4,66,0,1.5,14,Cloudy,19.3
